id;layer;house_size;quarter;Settlement;site_name_ill;culture
401;haus_unverbrannt;40,000 ;NA;Maidanetske;Maidanetske;Trypillia
402;haus_unverbrannt;58,000 ;NA;Maidanetske;Maidanetske;Trypillia
403;haus_unverbrannt;101,000 ;NA;Maidanetske;Maidanetske;Trypillia
404;haus_unverbrannt;26,000 ;NA;Maidanetske;Maidanetske;Trypillia
405;haus_unverbrannt;31,000 ;NA;Maidanetske;Maidanetske;Trypillia
406;haus_unverbrannt;43,000 ;NA;Maidanetske;Maidanetske;Trypillia
407;haus_unverbrannt;37,000 ;NA;Maidanetske;Maidanetske;Trypillia
408;haus_unverbrannt;109,000 ;NA;Maidanetske;Maidanetske;Trypillia
409;haus_unverbrannt;32,000 ;NA;Maidanetske;Maidanetske;Trypillia
410;haus_unverbrannt;32,000 ;NA;Maidanetske;Maidanetske;Trypillia
411;haus_unverbrannt;63,000 ;NA;Maidanetske;Maidanetske;Trypillia
412;haus_unverbrannt;61,000 ;NA;Maidanetske;Maidanetske;Trypillia
413;haus_unverbrannt;89,000 ;NA;Maidanetske;Maidanetske;Trypillia
414;haus_unverbrannt;78,000 ;NA;Maidanetske;Maidanetske;Trypillia
415;haus_unverbrannt;67,000 ;NA;Maidanetske;Maidanetske;Trypillia
416;haus_unverbrannt;57,000 ;NA;Maidanetske;Maidanetske;Trypillia
417;haus_unverbrannt;84,000 ;NA;Maidanetske;Maidanetske;Trypillia
418;haus_unverbrannt;47,000 ;NA;Maidanetske;Maidanetske;Trypillia
419;haus_unverbrannt;39,000 ;NA;Maidanetske;Maidanetske;Trypillia
420;haus_unverbrannt;52,000 ;NA;Maidanetske;Maidanetske;Trypillia
421;haus_unverbrannt;76,000 ;NA;Maidanetske;Maidanetske;Trypillia
422;haus_unverbrannt;104,000 ;NA;Maidanetske;Maidanetske;Trypillia
423;haus_unverbrannt;84,000 ;NA;Maidanetske;Maidanetske;Trypillia
424;haus_unverbrannt;61,000 ;NA;Maidanetske;Maidanetske;Trypillia
425;haus_unverbrannt;174,000 ;NA;Maidanetske;Maidanetske;Trypillia
426;haus_unverbrannt;68,000 ;NA;Maidanetske;Maidanetske;Trypillia
427;haus_unverbrannt;65,000 ;NA;Maidanetske;Maidanetske;Trypillia
428;haus_unverbrannt;92,000 ;NA;Maidanetske;Maidanetske;Trypillia
429;haus_unverbrannt;79,000 ;NA;Maidanetske;Maidanetske;Trypillia
430;haus_unverbrannt;93,000 ;NA;Maidanetske;Maidanetske;Trypillia
431;haus_unverbrannt;110,000 ;NA;Maidanetske;Maidanetske;Trypillia
432;haus_unverbrannt;97,000 ;NA;Maidanetske;Maidanetske;Trypillia
433;haus_unverbrannt;53,000 ;NA;Maidanetske;Maidanetske;Trypillia
434;haus_unverbrannt;103,000 ;NA;Maidanetske;Maidanetske;Trypillia
435;haus_unverbrannt;90,000 ;NA;Maidanetske;Maidanetske;Trypillia
436;haus_unverbrannt;82,000 ;NA;Maidanetske;Maidanetske;Trypillia
437;haus_unverbrannt;63,000 ;NA;Maidanetske;Maidanetske;Trypillia
438;haus_unverbrannt;75,000 ;NA;Maidanetske;Maidanetske;Trypillia
439;haus_unverbrannt;65,000 ;NA;Maidanetske;Maidanetske;Trypillia
440;haus_unverbrannt;70,000 ;NA;Maidanetske;Maidanetske;Trypillia
441;haus_unverbrannt;98,000 ;NA;Maidanetske;Maidanetske;Trypillia
442;haus_unverbrannt;91,000 ;NA;Maidanetske;Maidanetske;Trypillia
443;haus_unverbrannt;81,000 ;NA;Maidanetske;Maidanetske;Trypillia
444;haus_unverbrannt;44,000 ;NA;Maidanetske;Maidanetske;Trypillia
445;haus_unverbrannt;75,000 ;NA;Maidanetske;Maidanetske;Trypillia
446;haus_unverbrannt;74,000 ;NA;Maidanetske;Maidanetske;Trypillia
447;haus_unverbrannt;41,000 ;NA;Maidanetske;Maidanetske;Trypillia
448;haus_unverbrannt;40,000 ;NA;Maidanetske;Maidanetske;Trypillia
449;haus_unverbrannt;45,000 ;NA;Maidanetske;Maidanetske;Trypillia
450;haus_unverbrannt;33,000 ;NA;Maidanetske;Maidanetske;Trypillia
451;haus_unverbrannt;29,000 ;NA;Maidanetske;Maidanetske;Trypillia
452;haus_unverbrannt;44,000 ;NA;Maidanetske;Maidanetske;Trypillia
453;haus_unverbrannt;36,000 ;NA;Maidanetske;Maidanetske;Trypillia
454;haus_unverbrannt;21,000 ;NA;Maidanetske;Maidanetske;Trypillia
455;haus_unverbrannt;100,000 ;NA;Maidanetske;Maidanetske;Trypillia
456;haus_unverbrannt;84,000 ;NA;Maidanetske;Maidanetske;Trypillia
457;haus_unverbrannt;91,000 ;NA;Maidanetske;Maidanetske;Trypillia
458;haus_unverbrannt;83,000 ;NA;Maidanetske;Maidanetske;Trypillia
459;haus_unverbrannt;49,000 ;NA;Maidanetske;Maidanetske;Trypillia
460;haus_unverbrannt;62,000 ;NA;Maidanetske;Maidanetske;Trypillia
461;haus_unverbrannt;34,000 ;NA;Maidanetske;Maidanetske;Trypillia
462;haus_unverbrannt;87,000 ;NA;Maidanetske;Maidanetske;Trypillia
463;haus_unverbrannt;47,000 ;NA;Maidanetske;Maidanetske;Trypillia
464;haus_unverbrannt;46,000 ;NA;Maidanetske;Maidanetske;Trypillia
465;haus_unverbrannt;33,000 ;NA;Maidanetske;Maidanetske;Trypillia
466;haus_unverbrannt;35,000 ;NA;Maidanetske;Maidanetske;Trypillia
467;haus_unverbrannt;43,000 ;NA;Maidanetske;Maidanetske;Trypillia
468;haus_unverbrannt;52,000 ;NA;Maidanetske;Maidanetske;Trypillia
469;haus_unverbrannt;44,000 ;NA;Maidanetske;Maidanetske;Trypillia
470;haus_unverbrannt;28,000 ;NA;Maidanetske;Maidanetske;Trypillia
471;haus_unverbrannt;28,000 ;NA;Maidanetske;Maidanetske;Trypillia
472;haus_unverbrannt;36,000 ;NA;Maidanetske;Maidanetske;Trypillia
473;haus_unverbrannt;31,000 ;NA;Maidanetske;Maidanetske;Trypillia
474;haus_unverbrannt;21,000 ;NA;Maidanetske;Maidanetske;Trypillia
475;haus_unverbrannt;28,000 ;NA;Maidanetske;Maidanetske;Trypillia
476;haus_unverbrannt;37,000 ;NA;Maidanetske;Maidanetske;Trypillia
477;haus_unverbrannt;31,000 ;NA;Maidanetske;Maidanetske;Trypillia
478;haus_unverbrannt;33,000 ;NA;Maidanetske;Maidanetske;Trypillia
479;haus_unverbrannt;27,000 ;NA;Maidanetske;Maidanetske;Trypillia
480;haus_unverbrannt;33,000 ;NA;Maidanetske;Maidanetske;Trypillia
481;haus_unverbrannt;64,000 ;NA;Maidanetske;Maidanetske;Trypillia
482;haus_unverbrannt;41,000 ;NA;Maidanetske;Maidanetske;Trypillia
483;haus_unverbrannt;42,000 ;NA;Maidanetske;Maidanetske;Trypillia
484;haus_unverbrannt;33,000 ;NA;Maidanetske;Maidanetske;Trypillia
485;haus_unverbrannt;30,000 ;NA;Maidanetske;Maidanetske;Trypillia
486;haus_unverbrannt;32,000 ;NA;Maidanetske;Maidanetske;Trypillia
487;haus_unverbrannt;26,000 ;NA;Maidanetske;Maidanetske;Trypillia
488;haus_unverbrannt;32,000 ;NA;Maidanetske;Maidanetske;Trypillia
489;haus_unverbrannt;46,000 ;NA;Maidanetske;Maidanetske;Trypillia
490;haus_unverbrannt;45,000 ;NA;Maidanetske;Maidanetske;Trypillia
491;haus_unverbrannt;35,000 ;NA;Maidanetske;Maidanetske;Trypillia
492;haus_unverbrannt;35,000 ;NA;Maidanetske;Maidanetske;Trypillia
493;haus_unverbrannt;53,000 ;NA;Maidanetske;Maidanetske;Trypillia
494;haus_unverbrannt;49,000 ;NA;Maidanetske;Maidanetske;Trypillia
495;haus_unverbrannt;41,000 ;NA;Maidanetske;Maidanetske;Trypillia
496;haus_unverbrannt;53,000 ;NA;Maidanetske;Maidanetske;Trypillia
497;haus_unverbrannt;38,000 ;NA;Maidanetske;Maidanetske;Trypillia
498;haus_unverbrannt;41,000 ;NA;Maidanetske;Maidanetske;Trypillia
499;haus_unverbrannt;34,000 ;NA;Maidanetske;Maidanetske;Trypillia
500;haus_unverbrannt;33,000 ;NA;Maidanetske;Maidanetske;Trypillia
501;haus_unverbrannt;24,000 ;NA;Maidanetske;Maidanetske;Trypillia
502;haus_unverbrannt;20,000 ;NA;Maidanetske;Maidanetske;Trypillia
503;haus_unverbrannt;28,000 ;NA;Maidanetske;Maidanetske;Trypillia
504;haus_unverbrannt;48,000 ;NA;Maidanetske;Maidanetske;Trypillia
505;haus_unverbrannt;41,000 ;NA;Maidanetske;Maidanetske;Trypillia
506;haus_unverbrannt;68,000 ;NA;Maidanetske;Maidanetske;Trypillia
507;haus_unverbrannt;59,000 ;NA;Maidanetske;Maidanetske;Trypillia
508;haus_unverbrannt;46,000 ;NA;Maidanetske;Maidanetske;Trypillia
509;haus_unverbrannt;36,000 ;NA;Maidanetske;Maidanetske;Trypillia
510;haus_unverbrannt;38,000 ;NA;Maidanetske;Maidanetske;Trypillia
511;haus_unverbrannt;39,000 ;NA;Maidanetske;Maidanetske;Trypillia
512;haus_unverbrannt;45,000 ;NA;Maidanetske;Maidanetske;Trypillia
513;haus_unverbrannt;35,000 ;NA;Maidanetske;Maidanetske;Trypillia
514;haus_unverbrannt;58,000 ;NA;Maidanetske;Maidanetske;Trypillia
515;haus_unverbrannt;49,000 ;NA;Maidanetske;Maidanetske;Trypillia
516;haus_unverbrannt;47,000 ;NA;Maidanetske;Maidanetske;Trypillia
517;haus_unverbrannt;34,000 ;NA;Maidanetske;Maidanetske;Trypillia
518;haus_unverbrannt;33,000 ;NA;Maidanetske;Maidanetske;Trypillia
519;haus_unverbrannt;39,000 ;NA;Maidanetske;Maidanetske;Trypillia
520;haus_unverbrannt;44,000 ;NA;Maidanetske;Maidanetske;Trypillia
521;haus_unverbrannt;47,000 ;NA;Maidanetske;Maidanetske;Trypillia
522;haus_unverbrannt;66,000 ;NA;Maidanetske;Maidanetske;Trypillia
523;haus_unverbrannt;21,000 ;NA;Maidanetske;Maidanetske;Trypillia
524;haus_unverbrannt;29,000 ;NA;Maidanetske;Maidanetske;Trypillia
525;haus_unverbrannt;106,000 ;NA;Maidanetske;Maidanetske;Trypillia
526;haus_unverbrannt;84,000 ;NA;Maidanetske;Maidanetske;Trypillia
527;haus_unverbrannt;112,000 ;NA;Maidanetske;Maidanetske;Trypillia
528;haus_verbrannt;48,000 ;NA;Maidanetske;Maidanetske;Trypillia
529;haus_verbrannt;70,000 ;NA;Maidanetske;Maidanetske;Trypillia
530;haus_verbrannt;58,000 ;NA;Maidanetske;Maidanetske;Trypillia
531;haus_verbrannt;89,000 ;NA;Maidanetske;Maidanetske;Trypillia
532;haus_verbrannt;62,000 ;NA;Maidanetske;Maidanetske;Trypillia
533;haus_verbrannt;45,000 ;NA;Maidanetske;Maidanetske;Trypillia
534;haus_verbrannt;48,000 ;NA;Maidanetske;Maidanetske;Trypillia
535;haus_verbrannt;88,000 ;NA;Maidanetske;Maidanetske;Trypillia
536;haus_verbrannt;79,000 ;NA;Maidanetske;Maidanetske;Trypillia
537;haus_verbrannt;49,000 ;NA;Maidanetske;Maidanetske;Trypillia
538;haus_verbrannt;62,000 ;NA;Maidanetske;Maidanetske;Trypillia
539;haus_verbrannt;51,000 ;NA;Maidanetske;Maidanetske;Trypillia
540;haus_verbrannt;63,000 ;NA;Maidanetske;Maidanetske;Trypillia
541;haus_verbrannt;77,000 ;NA;Maidanetske;Maidanetske;Trypillia
542;haus_verbrannt;109,000 ;NA;Maidanetske;Maidanetske;Trypillia
543;haus_verbrannt;110,000 ;NA;Maidanetske;Maidanetske;Trypillia
544;haus_verbrannt;56,000 ;NA;Maidanetske;Maidanetske;Trypillia
545;haus_verbrannt;156,000 ;NA;Maidanetske;Maidanetske;Trypillia
546;haus_verbrannt;63,000 ;NA;Maidanetske;Maidanetske;Trypillia
547;haus_verbrannt;84,000 ;NA;Maidanetske;Maidanetske;Trypillia
548;haus_verbrannt;50,000 ;NA;Maidanetske;Maidanetske;Trypillia
549;haus_verbrannt;38,000 ;NA;Maidanetske;Maidanetske;Trypillia
550;haus_verbrannt;51,000 ;NA;Maidanetske;Maidanetske;Trypillia
551;haus_verbrannt;74,000 ;NA;Maidanetske;Maidanetske;Trypillia
552;haus_verbrannt;86,000 ;NA;Maidanetske;Maidanetske;Trypillia
553;haus_verbrannt;82,000 ;NA;Maidanetske;Maidanetske;Trypillia
554;haus_verbrannt;65,000 ;NA;Maidanetske;Maidanetske;Trypillia
555;haus_verbrannt;83,000 ;NA;Maidanetske;Maidanetske;Trypillia
556;haus_verbrannt;81,000 ;NA;Maidanetske;Maidanetske;Trypillia
557;haus_verbrannt;39,000 ;NA;Maidanetske;Maidanetske;Trypillia
558;haus_verbrannt;79,000 ;NA;Maidanetske;Maidanetske;Trypillia
559;haus_verbrannt;133,000 ;NA;Maidanetske;Maidanetske;Trypillia
560;haus_verbrannt;58,000 ;NA;Maidanetske;Maidanetske;Trypillia
561;haus_verbrannt;79,000 ;NA;Maidanetske;Maidanetske;Trypillia
562;haus_verbrannt;87,000 ;NA;Maidanetske;Maidanetske;Trypillia
563;haus_verbrannt;72,000 ;NA;Maidanetske;Maidanetske;Trypillia
564;haus_verbrannt;78,000 ;NA;Maidanetske;Maidanetske;Trypillia
565;haus_verbrannt;75,000 ;NA;Maidanetske;Maidanetske;Trypillia
566;haus_verbrannt;73,000 ;NA;Maidanetske;Maidanetske;Trypillia
567;haus_verbrannt;83,000 ;NA;Maidanetske;Maidanetske;Trypillia
568;haus_verbrannt;123,000 ;NA;Maidanetske;Maidanetske;Trypillia
569;haus_verbrannt;73,000 ;NA;Maidanetske;Maidanetske;Trypillia
570;haus_verbrannt;52,000 ;NA;Maidanetske;Maidanetske;Trypillia
571;haus_verbrannt;64,000 ;NA;Maidanetske;Maidanetske;Trypillia
572;haus_verbrannt;135,000 ;NA;Maidanetske;Maidanetske;Trypillia
573;haus_verbrannt;98,000 ;NA;Maidanetske;Maidanetske;Trypillia
574;haus_verbrannt;64,000 ;NA;Maidanetske;Maidanetske;Trypillia
575;haus_verbrannt;87,000 ;NA;Maidanetske;Maidanetske;Trypillia
576;haus_verbrannt;77,000 ;NA;Maidanetske;Maidanetske;Trypillia
577;haus_verbrannt;119,000 ;NA;Maidanetske;Maidanetske;Trypillia
578;haus_verbrannt;74,000 ;NA;Maidanetske;Maidanetske;Trypillia
579;haus_verbrannt;51,000 ;NA;Maidanetske;Maidanetske;Trypillia
580;haus_verbrannt;61,000 ;NA;Maidanetske;Maidanetske;Trypillia
581;haus_verbrannt;86,000 ;NA;Maidanetske;Maidanetske;Trypillia
582;haus_verbrannt;52,000 ;NA;Maidanetske;Maidanetske;Trypillia
583;haus_verbrannt;54,000 ;NA;Maidanetske;Maidanetske;Trypillia
584;haus_verbrannt;71,000 ;NA;Maidanetske;Maidanetske;Trypillia
585;haus_verbrannt;84,000 ;NA;Maidanetske;Maidanetske;Trypillia
586;haus_verbrannt;118,000 ;NA;Maidanetske;Maidanetske;Trypillia
587;haus_verbrannt;44,000 ;NA;Maidanetske;Maidanetske;Trypillia
588;haus_verbrannt;96,000 ;NA;Maidanetske;Maidanetske;Trypillia
589;haus_verbrannt;62,000 ;NA;Maidanetske;Maidanetske;Trypillia
590;haus_verbrannt;80,000 ;NA;Maidanetske;Maidanetske;Trypillia
591;haus_verbrannt;57,000 ;NA;Maidanetske;Maidanetske;Trypillia
592;haus_verbrannt;92,000 ;NA;Maidanetske;Maidanetske;Trypillia
593;haus_verbrannt;67,000 ;NA;Maidanetske;Maidanetske;Trypillia
594;haus_verbrannt;73,000 ;NA;Maidanetske;Maidanetske;Trypillia
595;haus_verbrannt;42,000 ;NA;Maidanetske;Maidanetske;Trypillia
596;haus_verbrannt;24,000 ;NA;Maidanetske;Maidanetske;Trypillia
597;haus_verbrannt;111,000 ;NA;Maidanetske;Maidanetske;Trypillia
598;haus_verbrannt;130,000 ;NA;Maidanetske;Maidanetske;Trypillia
599;haus_verbrannt;52,000 ;NA;Maidanetske;Maidanetske;Trypillia
600;haus_verbrannt;69,000 ;NA;Maidanetske;Maidanetske;Trypillia
601;haus_verbrannt;24,000 ;NA;Maidanetske;Maidanetske;Trypillia
602;haus_verbrannt;81,000 ;NA;Maidanetske;Maidanetske;Trypillia
603;haus_verbrannt;46,000 ;NA;Maidanetske;Maidanetske;Trypillia
604;haus_verbrannt;65,000 ;NA;Maidanetske;Maidanetske;Trypillia
605;haus_verbrannt;34,000 ;NA;Maidanetske;Maidanetske;Trypillia
606;haus_verbrannt;58,000 ;NA;Maidanetske;Maidanetske;Trypillia
607;haus_verbrannt;49,000 ;NA;Maidanetske;Maidanetske;Trypillia
608;haus_verbrannt;83,000 ;NA;Maidanetske;Maidanetske;Trypillia
609;haus_verbrannt;75,000 ;NA;Maidanetske;Maidanetske;Trypillia
610;haus_verbrannt;97,000 ;NA;Maidanetske;Maidanetske;Trypillia
611;haus_verbrannt;90,000 ;NA;Maidanetske;Maidanetske;Trypillia
612;haus_verbrannt;77,000 ;NA;Maidanetske;Maidanetske;Trypillia
613;haus_verbrannt;135,000 ;NA;Maidanetske;Maidanetske;Trypillia
614;haus_verbrannt;67,000 ;NA;Maidanetske;Maidanetske;Trypillia
615;haus_verbrannt;90,000 ;NA;Maidanetske;Maidanetske;Trypillia
616;haus_verbrannt;73,000 ;NA;Maidanetske;Maidanetske;Trypillia
617;haus_verbrannt;35,000 ;NA;Maidanetske;Maidanetske;Trypillia
618;haus_verbrannt;27,000 ;NA;Maidanetske;Maidanetske;Trypillia
619;haus_verbrannt;91,000 ;NA;Maidanetske;Maidanetske;Trypillia
620;haus_verbrannt;79,000 ;NA;Maidanetske;Maidanetske;Trypillia
621;haus_verbrannt;81,000 ;NA;Maidanetske;Maidanetske;Trypillia
622;haus_verbrannt;117,000 ;NA;Maidanetske;Maidanetske;Trypillia
623;haus_verbrannt;74,000 ;NA;Maidanetske;Maidanetske;Trypillia
624;haus_verbrannt;45,000 ;NA;Maidanetske;Maidanetske;Trypillia
625;haus_verbrannt;52,000 ;NA;Maidanetske;Maidanetske;Trypillia
626;haus_verbrannt;29,000 ;NA;Maidanetske;Maidanetske;Trypillia
627;haus_verbrannt;70,000 ;NA;Maidanetske;Maidanetske;Trypillia
628;haus_verbrannt;65,000 ;NA;Maidanetske;Maidanetske;Trypillia
629;haus_verbrannt;112,000 ;NA;Maidanetske;Maidanetske;Trypillia
630;haus_verbrannt;167,000 ;NA;Maidanetske;Maidanetske;Trypillia
631;haus_verbrannt;66,000 ;NA;Maidanetske;Maidanetske;Trypillia
632;haus_verbrannt;43,000 ;NA;Maidanetske;Maidanetske;Trypillia
633;haus_verbrannt;79,000 ;NA;Maidanetske;Maidanetske;Trypillia
634;haus_verbrannt;63,000 ;NA;Maidanetske;Maidanetske;Trypillia
635;haus_verbrannt;51,000 ;NA;Maidanetske;Maidanetske;Trypillia
636;haus_verbrannt;83,000 ;NA;Maidanetske;Maidanetske;Trypillia
637;haus_verbrannt;77,000 ;NA;Maidanetske;Maidanetske;Trypillia
638;haus_verbrannt;73,000 ;NA;Maidanetske;Maidanetske;Trypillia
639;haus_verbrannt;103,000 ;NA;Maidanetske;Maidanetske;Trypillia
640;haus_verbrannt;50,000 ;NA;Maidanetske;Maidanetske;Trypillia
641;haus_verbrannt;49,000 ;NA;Maidanetske;Maidanetske;Trypillia
642;haus_verbrannt;43,000 ;NA;Maidanetske;Maidanetske;Trypillia
643;haus_verbrannt;25,000 ;NA;Maidanetske;Maidanetske;Trypillia
644;haus_verbrannt;48,000 ;NA;Maidanetske;Maidanetske;Trypillia
645;haus_verbrannt;57,000 ;NA;Maidanetske;Maidanetske;Trypillia
646;haus_verbrannt;74,000 ;NA;Maidanetske;Maidanetske;Trypillia
647;haus_verbrannt;79,000 ;NA;Maidanetske;Maidanetske;Trypillia
648;haus_verbrannt;53,000 ;NA;Maidanetske;Maidanetske;Trypillia
649;haus_verbrannt;82,000 ;NA;Maidanetske;Maidanetske;Trypillia
650;haus_verbrannt;60,000 ;NA;Maidanetske;Maidanetske;Trypillia
651;haus_verbrannt;43,000 ;NA;Maidanetske;Maidanetske;Trypillia
652;haus_verbrannt;32,000 ;NA;Maidanetske;Maidanetske;Trypillia
653;haus_verbrannt;85,000 ;NA;Maidanetske;Maidanetske;Trypillia
654;haus_verbrannt;97,000 ;NA;Maidanetske;Maidanetske;Trypillia
655;haus_verbrannt;45,000 ;NA;Maidanetske;Maidanetske;Trypillia
656;haus_verbrannt;54,000 ;NA;Maidanetske;Maidanetske;Trypillia
657;haus_verbrannt;61,000 ;NA;Maidanetske;Maidanetske;Trypillia
658;haus_verbrannt;37,000 ;NA;Maidanetske;Maidanetske;Trypillia
659;haus_verbrannt;48,000 ;NA;Maidanetske;Maidanetske;Trypillia
660;haus_verbrannt;20,000 ;NA;Maidanetske;Maidanetske;Trypillia
661;haus_verbrannt;46,000 ;NA;Maidanetske;Maidanetske;Trypillia
662;haus_verbrannt;214,000 ;NA;Maidanetske;Maidanetske;Trypillia
663;haus_verbrannt;88,000 ;NA;Maidanetske;Maidanetske;Trypillia
664;haus_verbrannt;101,000 ;NA;Maidanetske;Maidanetske;Trypillia
665;haus_verbrannt;107,000 ;NA;Maidanetske;Maidanetske;Trypillia
666;haus_verbrannt;128,000 ;NA;Maidanetske;Maidanetske;Trypillia
667;haus_verbrannt;58,000 ;NA;Maidanetske;Maidanetske;Trypillia
668;haus_verbrannt;56,000 ;NA;Maidanetske;Maidanetske;Trypillia
669;haus_verbrannt;126,000 ;NA;Maidanetske;Maidanetske;Trypillia
670;haus_verbrannt;70,000 ;NA;Maidanetske;Maidanetske;Trypillia
671;haus_verbrannt;113,000 ;NA;Maidanetske;Maidanetske;Trypillia
672;haus_verbrannt;80,000 ;NA;Maidanetske;Maidanetske;Trypillia
673;haus_verbrannt;98,000 ;NA;Maidanetske;Maidanetske;Trypillia
674;haus_verbrannt;117,000 ;NA;Maidanetske;Maidanetske;Trypillia
675;haus_verbrannt;93,000 ;NA;Maidanetske;Maidanetske;Trypillia
676;haus_verbrannt;105,000 ;NA;Maidanetske;Maidanetske;Trypillia
677;haus_verbrannt;92,000 ;NA;Maidanetske;Maidanetske;Trypillia
678;haus_verbrannt;80,000 ;NA;Maidanetske;Maidanetske;Trypillia
679;haus_verbrannt;61,000 ;NA;Maidanetske;Maidanetske;Trypillia
680;haus_verbrannt;20,000 ;NA;Maidanetske;Maidanetske;Trypillia
681;haus_verbrannt;152,000 ;NA;Maidanetske;Maidanetske;Trypillia
682;haus_verbrannt;122,000 ;NA;Maidanetske;Maidanetske;Trypillia
683;haus_verbrannt;120,000 ;NA;Maidanetske;Maidanetske;Trypillia
684;haus_verbrannt;60,000 ;NA;Maidanetske;Maidanetske;Trypillia
685;haus_verbrannt;97,000 ;NA;Maidanetske;Maidanetske;Trypillia
686;haus_verbrannt;101,000 ;NA;Maidanetske;Maidanetske;Trypillia
687;haus_verbrannt;67,000 ;NA;Maidanetske;Maidanetske;Trypillia
688;haus_verbrannt;58,000 ;NA;Maidanetske;Maidanetske;Trypillia
689;haus_verbrannt;69,000 ;NA;Maidanetske;Maidanetske;Trypillia
690;haus_verbrannt;30,000 ;NA;Maidanetske;Maidanetske;Trypillia
691;haus_verbrannt;51,000 ;NA;Maidanetske;Maidanetske;Trypillia
692;haus_verbrannt;32,000 ;NA;Maidanetske;Maidanetske;Trypillia
693;haus_verbrannt;55,000 ;NA;Maidanetske;Maidanetske;Trypillia
694;haus_verbrannt;87,000 ;NA;Maidanetske;Maidanetske;Trypillia
695;haus_verbrannt;40,000 ;NA;Maidanetske;Maidanetske;Trypillia
696;haus_verbrannt;34,000 ;NA;Maidanetske;Maidanetske;Trypillia
697;haus_verbrannt;47,000 ;NA;Maidanetske;Maidanetske;Trypillia
698;haus_verbrannt;24,000 ;NA;Maidanetske;Maidanetske;Trypillia
699;haus_verbrannt;95,000 ;NA;Maidanetske;Maidanetske;Trypillia
700;haus_verbrannt;67,000 ;NA;Maidanetske;Maidanetske;Trypillia
701;haus_verbrannt;78,000 ;NA;Maidanetske;Maidanetske;Trypillia
702;haus_verbrannt;70,000 ;NA;Maidanetske;Maidanetske;Trypillia
703;haus_verbrannt;108,000 ;NA;Maidanetske;Maidanetske;Trypillia
704;haus_verbrannt;69,000 ;NA;Maidanetske;Maidanetske;Trypillia
705;haus_verbrannt;46,000 ;NA;Maidanetske;Maidanetske;Trypillia
706;haus_verbrannt;88,000 ;NA;Maidanetske;Maidanetske;Trypillia
707;haus_verbrannt;54,000 ;NA;Maidanetske;Maidanetske;Trypillia
708;haus_verbrannt;62,000 ;NA;Maidanetske;Maidanetske;Trypillia
709;haus_verbrannt;70,000 ;NA;Maidanetske;Maidanetske;Trypillia
710;haus_verbrannt;45,000 ;NA;Maidanetske;Maidanetske;Trypillia
711;haus_verbrannt;53,000 ;NA;Maidanetske;Maidanetske;Trypillia
712;haus_verbrannt;140,000 ;NA;Maidanetske;Maidanetske;Trypillia
713;haus_verbrannt;114,000 ;NA;Maidanetske;Maidanetske;Trypillia
714;haus_verbrannt;78,000 ;NA;Maidanetske;Maidanetske;Trypillia
715;haus_verbrannt;57,000 ;NA;Maidanetske;Maidanetske;Trypillia
716;haus_verbrannt;90,000 ;NA;Maidanetske;Maidanetske;Trypillia
717;haus_verbrannt;98,000 ;NA;Maidanetske;Maidanetske;Trypillia
718;haus_verbrannt;71,000 ;NA;Maidanetske;Maidanetske;Trypillia
719;haus_verbrannt;98,000 ;NA;Maidanetske;Maidanetske;Trypillia
720;haus_verbrannt;77,000 ;NA;Maidanetske;Maidanetske;Trypillia
721;haus_verbrannt;76,000 ;NA;Maidanetske;Maidanetske;Trypillia
722;haus_verbrannt;74,000 ;NA;Maidanetske;Maidanetske;Trypillia
723;haus_verbrannt;76,000 ;NA;Maidanetske;Maidanetske;Trypillia
724;haus_verbrannt;62,000 ;NA;Maidanetske;Maidanetske;Trypillia
725;haus_verbrannt;78,000 ;NA;Maidanetske;Maidanetske;Trypillia
726;haus_verbrannt;43,000 ;NA;Maidanetske;Maidanetske;Trypillia
727;haus_verbrannt;48,000 ;NA;Maidanetske;Maidanetske;Trypillia
728;haus_verbrannt;38,000 ;NA;Maidanetske;Maidanetske;Trypillia
729;haus_verbrannt;84,000 ;NA;Maidanetske;Maidanetske;Trypillia
730;haus_verbrannt;85,000 ;NA;Maidanetske;Maidanetske;Trypillia
731;haus_verbrannt;43,000 ;NA;Maidanetske;Maidanetske;Trypillia
732;haus_verbrannt;70,000 ;NA;Maidanetske;Maidanetske;Trypillia
733;haus_verbrannt;73,000 ;NA;Maidanetske;Maidanetske;Trypillia
734;haus_verbrannt;89,000 ;NA;Maidanetske;Maidanetske;Trypillia
735;haus_verbrannt;56,000 ;NA;Maidanetske;Maidanetske;Trypillia
736;haus_verbrannt;52,000 ;NA;Maidanetske;Maidanetske;Trypillia
737;haus_verbrannt;58,000 ;NA;Maidanetske;Maidanetske;Trypillia
738;haus_verbrannt;46,000 ;NA;Maidanetske;Maidanetske;Trypillia
739;haus_verbrannt;41,000 ;NA;Maidanetske;Maidanetske;Trypillia
740;haus_verbrannt;33,000 ;NA;Maidanetske;Maidanetske;Trypillia
741;haus_verbrannt;58,000 ;NA;Maidanetske;Maidanetske;Trypillia
742;haus_verbrannt;50,000 ;NA;Maidanetske;Maidanetske;Trypillia
743;haus_verbrannt;57,000 ;NA;Maidanetske;Maidanetske;Trypillia
744;haus_verbrannt;55,000 ;NA;Maidanetske;Maidanetske;Trypillia
745;haus_verbrannt;112,000 ;NA;Maidanetske;Maidanetske;Trypillia
746;haus_verbrannt;74,000 ;NA;Maidanetske;Maidanetske;Trypillia
