id;layer;house_size;quarter;Settlement;site_name_ill;culture
1;2012_burnt_structures;54,081 ;N;Nebelivka;Nebelivka;Trypillia
2;2012_burnt_structures;61,163 ;N;Nebelivka;Nebelivka;Trypillia
3;2012_burnt_structures;40,857 ;L;Nebelivka;Nebelivka;Trypillia
4;2012_burnt_structures;89,135 ;L;Nebelivka;Nebelivka;Trypillia
5;2012_burnt_structures;66,354 ;L;Nebelivka;Nebelivka;Trypillia
6;2012_burnt_structures;86,974 ;L;Nebelivka;Nebelivka;Trypillia
7;2012_burnt_structures;32,303 ;K;Nebelivka;Nebelivka;Trypillia
8;2012_burnt_structures;79,744 ;N;Nebelivka;Nebelivka;Trypillia
9;2012_burnt_structures;68,718 ;N;Nebelivka;Nebelivka;Trypillia
10;2012_burnt_structures;60,442 ;N;Nebelivka;Nebelivka;Trypillia
11;2012_burnt_structures;68,858 ;A;Nebelivka;Nebelivka;Trypillia
12;2012_burnt_structures;60,859 ;B;Nebelivka;Nebelivka;Trypillia
13;2012_burnt_structures;85,825 ;B;Nebelivka;Nebelivka;Trypillia
14;2012_burnt_structures;60,394 ;B;Nebelivka;Nebelivka;Trypillia
15;2012_burnt_structures;30,129 ;N;Nebelivka;Nebelivka;Trypillia
19;2012_burnt_structures;71,107 ;A;Nebelivka;Nebelivka;Trypillia
20;2012_burnt_structures;38,304 ;B;Nebelivka;Nebelivka;Trypillia
21;2012_burnt_structures;21,001 ;B;Nebelivka;Nebelivka;Trypillia
22;2012_burnt_structures;63,358 ;B;Nebelivka;Nebelivka;Trypillia
23;2012_burnt_structures;47,551 ;B;Nebelivka;Nebelivka;Trypillia
24;2012_burnt_structures;57,331 ;A;Nebelivka;Nebelivka;Trypillia
25;2012_burnt_structures;80,681 ;A;Nebelivka;Nebelivka;Trypillia
26;2012_burnt_structures;84,433 ;A;Nebelivka;Nebelivka;Trypillia
27;2012_burnt_structures;65,455 ;B;Nebelivka;Nebelivka;Trypillia
28;2012_burnt_structures;63,231 ;B;Nebelivka;Nebelivka;Trypillia
29;2012_burnt_structures;74,842 ;;Nebelivka;Nebelivka;Trypillia
30;2012_burnt_structures;47,160 ;A;Nebelivka;Nebelivka;Trypillia
31;2012_burnt_structures;63,042 ;A;Nebelivka;Nebelivka;Trypillia
33;2012_burnt_structures;34,996 ;A;Nebelivka;Nebelivka;Trypillia
34;2012_burnt_structures;92,425 ;A;Nebelivka;Nebelivka;Trypillia
35;2012_burnt_structures;28,866 ;A;Nebelivka;Nebelivka;Trypillia
36;2012_burnt_structures;37,827 ;A;Nebelivka;Nebelivka;Trypillia
37;2012_burnt_structures;48,701 ;A;Nebelivka;Nebelivka;Trypillia
38;2012_burnt_structures;49,774 ;A;Nebelivka;Nebelivka;Trypillia
39;2012_burnt_structures;45,908 ;A;Nebelivka;Nebelivka;Trypillia
40;2012_burnt_structures;63,536 ;A;Nebelivka;Nebelivka;Trypillia
41;2012_burnt_structures;28,495 ;A;Nebelivka;Nebelivka;Trypillia
42;2012_burnt_structures;68,990 ;A;Nebelivka;Nebelivka;Trypillia
43;2012_burnt_structures;25,028 ;A;Nebelivka;Nebelivka;Trypillia
44;2012_burnt_structures;75,124 ;A;Nebelivka;Nebelivka;Trypillia
45;2012_burnt_structures;88,615 ;A;Nebelivka;Nebelivka;Trypillia
46;2012_burnt_structures;88,304 ;A;Nebelivka;Nebelivka;Trypillia
47;2012_burnt_structures;98,357 ;A;Nebelivka;Nebelivka;Trypillia
48;2012_burnt_structures;50,506 ;A;Nebelivka;Nebelivka;Trypillia
49;2012_burnt_structures;138,580 ;A;Nebelivka;Nebelivka;Trypillia
50;2012_burnt_structures;92,448 ;A;Nebelivka;Nebelivka;Trypillia
59;2012_burnt_structures;72,706 ;B;Nebelivka;Nebelivka;Trypillia
60;2012_burnt_structures;87,531 ;B;Nebelivka;Nebelivka;Trypillia
61;2012_burnt_structures;134,790 ;B;Nebelivka;Nebelivka;Trypillia
62;2012_burnt_structures;84,160 ;B;Nebelivka;Nebelivka;Trypillia
63;2012_burnt_structures;64,732 ;B;Nebelivka;Nebelivka;Trypillia
64;2012_burnt_structures;56,370 ;B;Nebelivka;Nebelivka;Trypillia
65;2012_burnt_structures;79,202 ;B;Nebelivka;Nebelivka;Trypillia
66;2012_burnt_structures;47,168 ;B;Nebelivka;Nebelivka;Trypillia
67;2012_burnt_structures;74,304 ;B;Nebelivka;Nebelivka;Trypillia
68;2012_burnt_structures;60,330 ;B;Nebelivka;Nebelivka;Trypillia
69;2012_burnt_structures;68,435 ;B;Nebelivka;Nebelivka;Trypillia
70;2012_burnt_structures;68,517 ;B;Nebelivka;Nebelivka;Trypillia
71;2012_burnt_structures;110,904 ;B;Nebelivka;Nebelivka;Trypillia
72;2012_burnt_structures;68,689 ;B;Nebelivka;Nebelivka;Trypillia
73;2012_burnt_structures;61,241 ;B;Nebelivka;Nebelivka;Trypillia
74;2012_burnt_structures;48,744 ;B;Nebelivka;Nebelivka;Trypillia
75;2012_burnt_structures;58,251 ;B;Nebelivka;Nebelivka;Trypillia
76;2012_burnt_structures;57,331 ;B;Nebelivka;Nebelivka;Trypillia
78;2012_burnt_structures;70,455 ;B;Nebelivka;Nebelivka;Trypillia
79;2012_burnt_structures;62,708 ;B;Nebelivka;Nebelivka;Trypillia
80;2012_burnt_structures;114,422 ;B;Nebelivka;Nebelivka;Trypillia
82;2012_burnt_structures;362,012 ;B;Nebelivka;Nebelivka;Trypillia
83;2012_burnt_structures;295,971 ;B;Nebelivka;Nebelivka;Trypillia
84;2012_burnt_structures;72,493 ;B;Nebelivka;Nebelivka;Trypillia
85;2012_burnt_structures;102,888 ;B;Nebelivka;Nebelivka;Trypillia
86;2012_burnt_structures;71,802 ;B;Nebelivka;Nebelivka;Trypillia
87;2012_burnt_structures;88,606 ;B;Nebelivka;Nebelivka;Trypillia
88;2012_burnt_structures;94,781 ;B;Nebelivka;Nebelivka;Trypillia
89;2012_burnt_structures;93,373 ;B;Nebelivka;Nebelivka;Trypillia
90;2012_burnt_structures;93,067 ;B;Nebelivka;Nebelivka;Trypillia
91;2012_burnt_structures;78,853 ;B;Nebelivka;Nebelivka;Trypillia
92;2012_burnt_structures;91,664 ;B;Nebelivka;Nebelivka;Trypillia
93;2012_burnt_structures;91,127 ;B;Nebelivka;Nebelivka;Trypillia
94;2012_burnt_structures;86,439 ;B;Nebelivka;Nebelivka;Trypillia
95;2012_burnt_structures;46,441 ;B;Nebelivka;Nebelivka;Trypillia
96;2012_burnt_structures;54,073 ;B;Nebelivka;Nebelivka;Trypillia
97;2012_burnt_structures;43,057 ;L;Nebelivka;Nebelivka;Trypillia
98;2012_burnt_structures;48,323 ;L;Nebelivka;Nebelivka;Trypillia
99;2012_burnt_structures;26,280 ;L;Nebelivka;Nebelivka;Trypillia
100;2012_burnt_structures;111,027 ;L;Nebelivka;Nebelivka;Trypillia
101;2012_burnt_structures;79,258 ;L;Nebelivka;Nebelivka;Trypillia
102;2012_burnt_structures;72,902 ;L;Nebelivka;Nebelivka;Trypillia
103;2012_burnt_structures;24,783 ;M;Nebelivka;Nebelivka;Trypillia
104;2012_burnt_structures;36,611 ;M;Nebelivka;Nebelivka;Trypillia
105;2012_burnt_structures;31,479 ;M;Nebelivka;Nebelivka;Trypillia
106;2012_burnt_structures;59,091 ;M;Nebelivka;Nebelivka;Trypillia
108;2012_burnt_structures;81,604 ;M;Nebelivka;Nebelivka;Trypillia
109;2012_burnt_structures;64,017 ;M;Nebelivka;Nebelivka;Trypillia
110;2012_burnt_structures;41,247 ;M;Nebelivka;Nebelivka;Trypillia
111;2012_burnt_structures;22,405 ;N;Nebelivka;Nebelivka;Trypillia
113;2012_burnt_structures;39,283 ;N;Nebelivka;Nebelivka;Trypillia
114;2012_burnt_structures;48,539 ;N;Nebelivka;Nebelivka;Trypillia
115;2012_burnt_structures;49,152 ;N;Nebelivka;Nebelivka;Trypillia
116;2012_burnt_structures;106,315 ;N;Nebelivka;Nebelivka;Trypillia
117;2012_burnt_structures;67,235 ;N;Nebelivka;Nebelivka;Trypillia
118;2012_burnt_structures;54,497 ;L;Nebelivka;Nebelivka;Trypillia
119;2012_burnt_structures;75,968 ;K;Nebelivka;Nebelivka;Trypillia
120;2012_burnt_structures;95,763 ;K;Nebelivka;Nebelivka;Trypillia
121;2012_burnt_structures;82,853 ;K;Nebelivka;Nebelivka;Trypillia
122;2012_burnt_structures;88,539 ;K;Nebelivka;Nebelivka;Trypillia
123;2012_burnt_structures;90,354 ;K;Nebelivka;Nebelivka;Trypillia
124;2012_burnt_structures;57,899 ;K;Nebelivka;Nebelivka;Trypillia
125;2012_burnt_structures;59,165 ;M;Nebelivka;Nebelivka;Trypillia
126;2012_burnt_structures;57,011 ;M;Nebelivka;Nebelivka;Trypillia
127;2012_burnt_structures;79,222 ;M;Nebelivka;Nebelivka;Trypillia
128;2012_burnt_structures;84,109 ;A;Nebelivka;Nebelivka;Trypillia
131;2012_burnt_structures;26,922 ;K;Nebelivka;Nebelivka;Trypillia
132;2012_burnt_structures;47,801 ;K;Nebelivka;Nebelivka;Trypillia
133;2012_burnt_structures;73,272 ;K;Nebelivka;Nebelivka;Trypillia
134;2012_burnt_structures;34,281 ;K;Nebelivka;Nebelivka;Trypillia
135;2012_burnt_structures;44,861 ;K;Nebelivka;Nebelivka;Trypillia
136;2012_burnt_structures;44,221 ;K;Nebelivka;Nebelivka;Trypillia
137;2012_burnt_structures;38,012 ;K;Nebelivka;Nebelivka;Trypillia
139;2012_burnt_structures;64,954 ;K;Nebelivka;Nebelivka;Trypillia
140;2012_burnt_structures;29,184 ;K;Nebelivka;Nebelivka;Trypillia
141;2012_burnt_structures;44,437 ;K;Nebelivka;Nebelivka;Trypillia
142;2012_burnt_structures;86,984 ;K;Nebelivka;Nebelivka;Trypillia
143;2012_burnt_structures;118,730 ;K;Nebelivka;Nebelivka;Trypillia
144;2012_burnt_structures;76,189 ;K;Nebelivka;Nebelivka;Trypillia
145;2012_burnt_structures;81,421 ;K;Nebelivka;Nebelivka;Trypillia
146;2012_burnt_structures;64,066 ;K;Nebelivka;Nebelivka;Trypillia
147;2012_burnt_structures;75,969 ;K;Nebelivka;Nebelivka;Trypillia
148;2012_burnt_structures;107,252 ;K;Nebelivka;Nebelivka;Trypillia
149;2012_burnt_structures;59,748 ;J;Nebelivka;Nebelivka;Trypillia
150;2012_burnt_structures;74,751 ;J;Nebelivka;Nebelivka;Trypillia
151;2012_burnt_structures;70,762 ;J;Nebelivka;Nebelivka;Trypillia
152;2012_burnt_structures;37,613 ;J;Nebelivka;Nebelivka;Trypillia
153;2012_burnt_structures;79,171 ;J;Nebelivka;Nebelivka;Trypillia
154;2012_burnt_structures;70,584 ;J;Nebelivka;Nebelivka;Trypillia
155;2012_burnt_structures;67,810 ;J;Nebelivka;Nebelivka;Trypillia
156;2012_burnt_structures;95,989 ;J;Nebelivka;Nebelivka;Trypillia
157;2012_burnt_structures;31,553 ;J;Nebelivka;Nebelivka;Trypillia
158;2012_burnt_structures;38,226 ;J;Nebelivka;Nebelivka;Trypillia
160;2012_burnt_structures;70,476 ;J;Nebelivka;Nebelivka;Trypillia
161;2012_burnt_structures;48,199 ;N;Nebelivka;Nebelivka;Trypillia
162;2012_burnt_structures;24,587 ;N;Nebelivka;Nebelivka;Trypillia
163;2012_burnt_structures;40,178 ;M;Nebelivka;Nebelivka;Trypillia
164;2012_burnt_structures;24,971 ;M;Nebelivka;Nebelivka;Trypillia
165;2012_burnt_structures;29,417 ;M;Nebelivka;Nebelivka;Trypillia
166;2012_burnt_structures;53,427 ;M;Nebelivka;Nebelivka;Trypillia
167;2012_burnt_structures;28,041 ;M;Nebelivka;Nebelivka;Trypillia
168;2012_burnt_structures;68,012 ;M;Nebelivka;Nebelivka;Trypillia
169;2012_burnt_structures;56,055 ;M;Nebelivka;Nebelivka;Trypillia
170;2012_burnt_structures;58,284 ;M;Nebelivka;Nebelivka;Trypillia
171;2012_burnt_structures;92,038 ;M;Nebelivka;Nebelivka;Trypillia
172;2012_burnt_structures;73,852 ;M;Nebelivka;Nebelivka;Trypillia
173;2012_burnt_structures;43,788 ;M;Nebelivka;Nebelivka;Trypillia
174;2012_burnt_structures;74,107 ;M;Nebelivka;Nebelivka;Trypillia
175;2012_burnt_structures;67,149 ;M;Nebelivka;Nebelivka;Trypillia
176;2012_burnt_structures;58,005 ;M;Nebelivka;Nebelivka;Trypillia
184;2012_burnt_structures;37,286 ;K;Nebelivka;Nebelivka;Trypillia
185;2012_burnt_structures;57,995 ;K;Nebelivka;Nebelivka;Trypillia
186;2012_burnt_structures;67,290 ;K;Nebelivka;Nebelivka;Trypillia
187;2012_burnt_structures;59,432 ;L;Nebelivka;Nebelivka;Trypillia
188;2012_burnt_structures;60,761 ;L;Nebelivka;Nebelivka;Trypillia
189;2012_burnt_structures;58,139 ;L;Nebelivka;Nebelivka;Trypillia
191;2012_burnt_structures;53,647 ;L;Nebelivka;Nebelivka;Trypillia
192;2012_burnt_structures;69,001 ;L;Nebelivka;Nebelivka;Trypillia
193;2012_burnt_structures;59,346 ;L;Nebelivka;Nebelivka;Trypillia
194;2012_burnt_structures;56,312 ;L;Nebelivka;Nebelivka;Trypillia
195;2012_burnt_structures;58,779 ;L;Nebelivka;Nebelivka;Trypillia
196;2012_burnt_structures;80,172 ;L;Nebelivka;Nebelivka;Trypillia
197;2012_burnt_structures;26,280 ;L;Nebelivka;Nebelivka;Trypillia
198;2012_burnt_structures;29,240 ;L;Nebelivka;Nebelivka;Trypillia
199;2012_burnt_structures;91,846 ;L;Nebelivka;Nebelivka;Trypillia
200;2012_burnt_structures;31,346 ;L;Nebelivka;Nebelivka;Trypillia
201;2012_burnt_structures;36,962 ;L;Nebelivka;Nebelivka;Trypillia
202;2012_burnt_structures;24,733 ;L;Nebelivka;Nebelivka;Trypillia
203;2012_burnt_structures;43,744 ;L;Nebelivka;Nebelivka;Trypillia
204;2012_burnt_structures;25,449 ;L;Nebelivka;Nebelivka;Trypillia
205;2012_burnt_structures;72,092 ;L;Nebelivka;Nebelivka;Trypillia
206;2012_burnt_structures;70,143 ;L;Nebelivka;Nebelivka;Trypillia
209;2012_burnt_structures;85,563 ;L;Nebelivka;Nebelivka;Trypillia
210;2012_burnt_structures;56,059 ;L;Nebelivka;Nebelivka;Trypillia
211;2012_burnt_structures;97,393 ;L;Nebelivka;Nebelivka;Trypillia
213;2012_burnt_structures;68,830 ;L;Nebelivka;Nebelivka;Trypillia
214;2012_burnt_structures;86,542 ;L;Nebelivka;Nebelivka;Trypillia
215;2012_burnt_structures;45,499 ;L;Nebelivka;Nebelivka;Trypillia
216;2012_burnt_structures;56,561 ;L;Nebelivka;Nebelivka;Trypillia
217;2012_burnt_structures;48,754 ;L;Nebelivka;Nebelivka;Trypillia
218;2012_burnt_structures;83,249 ;M;Nebelivka;Nebelivka;Trypillia
219;2012_burnt_structures;90,571 ;M;Nebelivka;Nebelivka;Trypillia
221;2012_burnt_structures;206,908 ;M;Nebelivka;Nebelivka;Trypillia
222;2012_burnt_structures;96,669 ;M;Nebelivka;Nebelivka;Trypillia
223;2012_burnt_structures;75,297 ;M;Nebelivka;Nebelivka;Trypillia
224;2012_burnt_structures;95,664 ;M;Nebelivka;Nebelivka;Trypillia
225;2012_burnt_structures;63,504 ;M;Nebelivka;Nebelivka;Trypillia
226;2012_burnt_structures;46,336 ;L;Nebelivka;Nebelivka;Trypillia
227;2012_burnt_structures;53,892 ;L;Nebelivka;Nebelivka;Trypillia
228;2012_burnt_structures;55,346 ;L;Nebelivka;Nebelivka;Trypillia
229;2012_burnt_structures;74,962 ;L;Nebelivka;Nebelivka;Trypillia
230;2012_burnt_structures;83,792 ;L;Nebelivka;Nebelivka;Trypillia
231;2012_burnt_structures;63,178 ;L;Nebelivka;Nebelivka;Trypillia
232;2012_burnt_structures;63,565 ;L;Nebelivka;Nebelivka;Trypillia
233;2012_burnt_structures;47,266 ;L;Nebelivka;Nebelivka;Trypillia
236;2012_burnt_structures;18,474 ;N;Nebelivka;Nebelivka;Trypillia
237;2012_burnt_structures;42,914 ;N;Nebelivka;Nebelivka;Trypillia
238;2012_burnt_structures;57,415 ;N;Nebelivka;Nebelivka;Trypillia
239;2012_burnt_structures;31,813 ;N;Nebelivka;Nebelivka;Trypillia
240;2012_burnt_structures;27,468 ;N;Nebelivka;Nebelivka;Trypillia
241;2012_burnt_structures;56,075 ;N;Nebelivka;Nebelivka;Trypillia
242;2012_burnt_structures;42,323 ;M;Nebelivka;Nebelivka;Trypillia
243;2012_burnt_structures;92,537 ;M;Nebelivka;Nebelivka;Trypillia
244;2012_burnt_structures;117,337 ;M;Nebelivka;Nebelivka;Trypillia
245;2012_burnt_structures;92,360 ;M;Nebelivka;Nebelivka;Trypillia
246;2012_burnt_structures;45,596 ;M;Nebelivka;Nebelivka;Trypillia
247;2012_burnt_structures;59,552 ;M;Nebelivka;Nebelivka;Trypillia
248;2012_burnt_structures;45,031 ;M;Nebelivka;Nebelivka;Trypillia
249;2012_burnt_structures;39,375 ;N;Nebelivka;Nebelivka;Trypillia
250;2012_burnt_structures;36,243 ;N;Nebelivka;Nebelivka;Trypillia
251;2012_burnt_structures;50,919 ;M;Nebelivka;Nebelivka;Trypillia
253;2012_burnt_structures;29,237 ;M;Nebelivka;Nebelivka;Trypillia
254;2012_burnt_structures;57,286 ;M;Nebelivka;Nebelivka;Trypillia
256;2012_burnt_structures;22,405 ;N;Nebelivka;Nebelivka;Trypillia
258;2012_burnt_structures;42,231 ;N;Nebelivka;Nebelivka;Trypillia
262;2012_burnt_structures;95,321 ;N;Nebelivka;Nebelivka;Trypillia
263;2012_burnt_structures;57,674 ;N;Nebelivka;Nebelivka;Trypillia
264;2012_burnt_structures;69,420 ;N;Nebelivka;Nebelivka;Trypillia
265;2012_burnt_structures;53,075 ;N;Nebelivka;Nebelivka;Trypillia
266;2012_burnt_structures;46,751 ;N;Nebelivka;Nebelivka;Trypillia
267;2012_burnt_structures;56,154 ;N;Nebelivka;Nebelivka;Trypillia
268;2012_burnt_structures;72,690 ;N;Nebelivka;Nebelivka;Trypillia
269;2012_burnt_structures;92,172 ;N;Nebelivka;Nebelivka;Trypillia
270;2012_burnt_structures;62,424 ;N;Nebelivka;Nebelivka;Trypillia
271;2012_burnt_structures;95,896 ;N;Nebelivka;Nebelivka;Trypillia
273;2012_burnt_structures;18,704 ;N;Nebelivka;Nebelivka;Trypillia
274;2012_burnt_structures;102,431 ;N;Nebelivka;Nebelivka;Trypillia
275;2012_burnt_structures;31,440 ;N;Nebelivka;Nebelivka;Trypillia
276;2012_burnt_structures;41,865 ;N;Nebelivka;Nebelivka;Trypillia
278;2012_burnt_structures;39,603 ;N;Nebelivka;Nebelivka;Trypillia
281;2012_burnt_structures;47,914 ;N;Nebelivka;Nebelivka;Trypillia
282;2012_burnt_structures;99,946 ;N;Nebelivka;Nebelivka;Trypillia
284;2012_burnt_structures;59,874 ;N;Nebelivka;Nebelivka;Trypillia
285;2012_burnt_structures;71,182 ;N;Nebelivka;Nebelivka;Trypillia
286;2012_burnt_structures;55,828 ;N;Nebelivka;Nebelivka;Trypillia
287;2012_burnt_structures;70,034 ;N;Nebelivka;Nebelivka;Trypillia
288;2012_burnt_structures;92,953 ;N;Nebelivka;Nebelivka;Trypillia
289;2012_burnt_structures;67,833 ;N;Nebelivka;Nebelivka;Trypillia
290;2012_burnt_structures;33,989 ;N;Nebelivka;Nebelivka;Trypillia
291;2012_burnt_structures;41,563 ;N;Nebelivka;Nebelivka;Trypillia
292;2012_burnt_structures;46,178 ;N;Nebelivka;Nebelivka;Trypillia
293;2012_burnt_structures;52,044 ;N;Nebelivka;Nebelivka;Trypillia
294;2012_burnt_structures;73,717 ;N;Nebelivka;Nebelivka;Trypillia
295;2012_burnt_structures;80,693 ;N;Nebelivka;Nebelivka;Trypillia
297;2012_burnt_structures;59,632 ;N;Nebelivka;Nebelivka;Trypillia
298;2012_burnt_structures;39,454 ;N;Nebelivka;Nebelivka;Trypillia
299;2012_burnt_structures;65,161 ;N;Nebelivka;Nebelivka;Trypillia
300;2012_burnt_structures;78,622 ;N;Nebelivka;Nebelivka;Trypillia
301;2012_burnt_structures;27,304 ;N;Nebelivka;Nebelivka;Trypillia
302;2012_burnt_structures;44,748 ;N;Nebelivka;Nebelivka;Trypillia
306;2012_burnt_structures;41,291 ;A;Nebelivka;Nebelivka;Trypillia
309;2012_burnt_structures;35,103 ;A;Nebelivka;Nebelivka;Trypillia
310;2012_burnt_structures;19,915 ;N;Nebelivka;Nebelivka;Trypillia
311;2012_burnt_structures;65,657 ;A;Nebelivka;Nebelivka;Trypillia
312;2012_burnt_structures;55,019 ;A;Nebelivka;Nebelivka;Trypillia
314;2012_burnt_structures;56,209 ;A;Nebelivka;Nebelivka;Trypillia
321;2012_burnt_structures;17,294 ;B;Nebelivka;Nebelivka;Trypillia
325;2012_burnt_structures;31,917 ;A;Nebelivka;Nebelivka;Trypillia
326;2012_burnt_structures;16,806 ;A;Nebelivka;Nebelivka;Trypillia
327;2012_burnt_structures;35,098 ;A;Nebelivka;Nebelivka;Trypillia
328;2012_burnt_structures;55,890 ;A;Nebelivka;Nebelivka;Trypillia
329;2012_burnt_structures;55,740 ;N;Nebelivka;Nebelivka;Trypillia
331;2012_burnt_structures;47,803 ;N;Nebelivka;Nebelivka;Trypillia
333;2012_burnt_structures;29,364 ;N;Nebelivka;Nebelivka;Trypillia
334;2012_burnt_structures;32,531 ;N;Nebelivka;Nebelivka;Trypillia
336;2012_burnt_structures;40,618 ;N;Nebelivka;Nebelivka;Trypillia
337;2012_burnt_structures;63,775 ;N;Nebelivka;Nebelivka;Trypillia
338;2012_burnt_structures;38,139 ;N;Nebelivka;Nebelivka;Trypillia
339;2012_burnt_structures;39,499 ;N;Nebelivka;Nebelivka;Trypillia
341;2012_burnt_structures;60,630 ;N;Nebelivka;Nebelivka;Trypillia
342;2012_burnt_structures;42,569 ;N;Nebelivka;Nebelivka;Trypillia
343;2012_probable_structures;24,231 ;L;Nebelivka;Nebelivka;Trypillia
344;2012_probable_structures;46,110 ;L;Nebelivka;Nebelivka;Trypillia
345;2012_probable_structures;78,250 ;L;Nebelivka;Nebelivka;Trypillia
346;2012_probable_structures;69,072 ;L;Nebelivka;Nebelivka;Trypillia
347;2012_probable_structures;74,116 ;M;Nebelivka;Nebelivka;Trypillia
348;2012_probable_structures;27,179 ;M;Nebelivka;Nebelivka;Trypillia
349;2012_probable_structures;68,629 ;L;Nebelivka;Nebelivka;Trypillia
350;2012_probable_structures;62,810 ;L;Nebelivka;Nebelivka;Trypillia
351;2012_probable_structures;76,431 ;L;Nebelivka;Nebelivka;Trypillia
352;2012_probable_structures;52,279 ;L;Nebelivka;Nebelivka;Trypillia
353;2012_probable_structures;77,577 ;L;Nebelivka;Nebelivka;Trypillia
354;2012_probable_structures;71,272 ;L;Nebelivka;Nebelivka;Trypillia
355;2012_probable_structures;22,849 ;J;Nebelivka;Nebelivka;Trypillia
356;2012_probable_structures;17,238 ;K;Nebelivka;Nebelivka;Trypillia
357;2012_probable_structures;43,738 ;L;Nebelivka;Nebelivka;Trypillia
358;2012_probable_structures;49,343 ;L;Nebelivka;Nebelivka;Trypillia
359;2012_probable_structures;39,446 ;L;Nebelivka;Nebelivka;Trypillia
360;2012_probable_structures;44,781 ;M;Nebelivka;Nebelivka;Trypillia
361;2012_probable_structures;57,564 ;M;Nebelivka;Nebelivka;Trypillia
362;2012_probable_structures;217,884 ;M;Nebelivka;Nebelivka;Trypillia
363;2012_probable_structures;43,339 ;M;Nebelivka;Nebelivka;Trypillia
364;2012_probable_structures;63,425 ;N;Nebelivka;Nebelivka;Trypillia
365;2012_probable_structures;51,249 ;N;Nebelivka;Nebelivka;Trypillia
366;2012_probable_structures;60,459 ;N;Nebelivka;Nebelivka;Trypillia
367;2012_probable_structures;49,027 ;N;Nebelivka;Nebelivka;Trypillia
368;2012_probable_structures;27,542 ;N;Nebelivka;Nebelivka;Trypillia
369;2012_probable_structures;31,248 ;N;Nebelivka;Nebelivka;Trypillia
370;2012_probable_structures;82,652 ;N;Nebelivka;Nebelivka;Trypillia
371;2012_probable_structures;57,921 ;N;Nebelivka;Nebelivka;Trypillia
372;2012_probable_structures;33,145 ;N;Nebelivka;Nebelivka;Trypillia
373;2012_probable_structures;42,080 ;N;Nebelivka;Nebelivka;Trypillia
374;2012_probable_structures;38,879 ;A;Nebelivka;Nebelivka;Trypillia
375;2012_probable_structures;53,141 ;A;Nebelivka;Nebelivka;Trypillia
376;2012_probable_structures;83,475 ;B;Nebelivka;Nebelivka;Trypillia
377;2012_probable_structures;81,519 ;B;Nebelivka;Nebelivka;Trypillia
378;2012_probable_structures;58,158 ;A;Nebelivka;Nebelivka;Trypillia
379;2012_probable_structures;91,714 ;A;Nebelivka;Nebelivka;Trypillia
380;2012_probable_structures;34,012 ;A;Nebelivka;Nebelivka;Trypillia
381;2012_probable_structures;27,720 ;A;Nebelivka;Nebelivka;Trypillia
382;2012_probable_structures;33,423 ;B;Nebelivka;Nebelivka;Trypillia
383;2012_probable_structures;52,512 ;B;Nebelivka;Nebelivka;Trypillia
384;2012_probable_structures;53,469 ;B;Nebelivka;Nebelivka;Trypillia
385;2012_probable_structures;71,903 ;C;Nebelivka;Nebelivka;Trypillia
386;2012_probable_structures;93,370 ;C;Nebelivka;Nebelivka;Trypillia
387;2012_probable_structures;117,661 ;C;Nebelivka;Nebelivka;Trypillia
388;2012_probable_structures;51,853 ;B;Nebelivka;Nebelivka;Trypillia
389;2012_probable_structures;53,632 ;B;Nebelivka;Nebelivka;Trypillia
390;2012_probable_structures;57,724 ;B;Nebelivka;Nebelivka;Trypillia
391;2012_probable_structures;66,022 ;B;Nebelivka;Nebelivka;Trypillia
392;2012_probable_structures;60,448 ;B;Nebelivka;Nebelivka;Trypillia
393;2012_probable_structures;69,837 ;B;Nebelivka;Nebelivka;Trypillia
394;2012_probable_structures;79,599 ;B;Nebelivka;Nebelivka;Trypillia
395;2012_probable_structures;86,557 ;B;Nebelivka;Nebelivka;Trypillia
396;2012_probable_structures;86,557 ;B;Nebelivka;Nebelivka;Trypillia
397;2012_probable_structures;34,229 ;A;Nebelivka;Nebelivka;Trypillia
398;2012_probable_structures;53,970 ;A;Nebelivka;Nebelivka;Trypillia
399;2012_probable_structures;85,619 ;A;Nebelivka;Nebelivka;Trypillia
400;2012_probable_structures;29,762 ;A;Nebelivka;Nebelivka;Trypillia
401;2012_probable_structures;38,587 ;A;Nebelivka;Nebelivka;Trypillia
402;2012_probable_structures;36,708 ;B;Nebelivka;Nebelivka;Trypillia
403;2012_probable_structures;33,665 ;B;Nebelivka;Nebelivka;Trypillia
404;2012_probable_structures;27,665 ;A;Nebelivka;Nebelivka;Trypillia
408;2012_probable_structures;65,060 ;B;Nebelivka;Nebelivka;Trypillia
409;2012_probable_structures;205,778 ;B;Nebelivka;Nebelivka;Trypillia
410;2012_probable_structures;68,442 ;B;Nebelivka;Nebelivka;Trypillia
411;2012_probable_structures;81,796 ;B;Nebelivka;Nebelivka;Trypillia
412;2012_probable_structures;42,869 ;B;Nebelivka;Nebelivka;Trypillia
413;2012_probable_structures;32,028 ;B;Nebelivka;Nebelivka;Trypillia
414;2012_probable_structures;27,275 ;B;Nebelivka;Nebelivka;Trypillia
415;2012_probable_structures;56,836 ;B;Nebelivka;Nebelivka;Trypillia
416;2012_probable_structures;79,866 ;B;Nebelivka;Nebelivka;Trypillia
417;2012_probable_structures;37,075 ;B;Nebelivka;Nebelivka;Trypillia
418;2012_probable_structures;53,239 ;M;Nebelivka;Nebelivka;Trypillia
419;2012_probable_structures;54,784 ;M;Nebelivka;Nebelivka;Trypillia
